text,label
"['INTRADAY', 'BTST', 'ELGIRUBCO', ' ABOVE ', '34', ' SL ', '32.50', ' TARGET ', '36.85', ' (INTRADAY)  BTST POSSIBLY ', 'INTRADAY', 'BTST', '41', '+ ']","['intraday', 'btst', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'intraday', 'btst', 'exit', 'NANA']"
"['KAMATHOTEL', "" LOOKING VERY PROMISING... DON'T MISS  BTST TARGETS AT "", 'BTST', '110', '+   EXTREME SHORT TERM DELIVERY TARGETS ', 'DELIVERY', '141', '+ ']","['symbol', 'NANA', 'btst', 'exit', 'NANA', 'delivery', 'exit', 'NANA']"
"['DEEPENR', ' ON ', '97.40', ' (UPPER CIRCUIT) ']","['symbol', 'NANA', 'touched', 'NANA']"
"['BLISSGVS', ' DID ', '81', ' TO 83.60  ', '83.60', '  ELECTHERM DID 86 TO ', 'ELECTHERM', ' DID ', '86', '', '88.95', ' ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['RELIGARE', ' DID ', '148', ' TO ', '151.75', ' TODAY ITSELF ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY UPDATE  ', 'HUHTAMAKI', ' GIVEN ABOVE ', '195', ' GOING STRONG AT ', '199', '+  KEEP ON BOOKING / TRAILING ACCORDINGLY ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INDOTECH', '... TARGET OF 195 ALMOST ACHIEVED (HIGH : 194.70)  INTRADAY BUY GIVEN ABOVE ', '195', '194.70', 'INTRADAY', '183', ' ']","['symbol', 'NANA', 'touched', 'touched', 'intraday', 'enter', 'NANA']"
"['JMA', '.. .GIVEN AT ', '72', ' GOING STRONG AT ', '74.90', ' LEVELS ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['WATCHOUT...  ', 'BLISSGVS', ' GIVEN ABOVE ', '82', ' GOING UP.. NOW AT ', '84', '+ ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['TREJHARA', '.. DID ', '71', ' TO ', '75', ' ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['TREJHARA', '.. ROCKING.. GIVEN ABOVE ', '71', ' ... GOING STRONG AT ', '75.90', '  KEEP ON BOOKING / TRAILING ACCORDINGLY ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['TREJHARA', '... ', '71', ' TO 78+ ', '78', '+ BLISSGVS .. 82 TO ', 'BLISSGVS', ' .. ', '82', '', '85', '+ ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['DCMNVL', '  ITS A BINDAAAST BUY ']","['symbol', 'NANA']"
"['INTRADAY', ' : BUY ', 'GALLISPAT', ' ABOVE ', '57', ' SL ', '55.50', ' TARGET ', '59', ' - ', '61', ' - ', '63', ' - ', '65', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA', 'exit3', 'NANA']"
"['INVERTED H&S AND MULTIPLE TOPS  CONFIRMATION ABOVE ', '57', ' - ', '57.50', '  FOR A SOLID UPMOVE ']","['NANA', 'enter', 'NANA', 'entry_momentum', 'NANA']"
"['GALLANTT', "" : DON'T MISS ABOVE "", '71.50', ' ']","['symbol', 'NANA', 'enter', 'NANA']"
"['13 RS UPMOVE MAY BE POSSIBLE ABOVE ', '71.50', ' - ', '72', ' AS PER CHARTS.... ']","['NANA', 'enter', 'NANA', 'entry_momentum', 'NANA']"
"['BTST', ' : ', 'ARCHIES', ' CMP ', '23.40', ' ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA']"
,NANA
"['INTRADAY', ' : BUY ', 'CHAMBALFERT', ' ABOVE ', '485', ' SL ', '480', ' TARGET ', '490', ' - ', '495', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', ' : BUY ', 'ORIENTABRA', ' CMP ', '33.50', ' SL ', '32', ' TARGET ', '35', ' - ', '37.50', '  - ', '38', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['ORIENTABRA', '...   INVERTED H&S PATTERN  RSI BREAKOUT ']","['symbol', 'NANA']"
"['OPEN-LOW IS SAME... SO ABOVE ', '33.50', ' CAN  ROCK UPTO ', '36.90', ' ', 'INTRADAY', ' ']","['NANA', 'enter', 'NANA', 'exit', 'NANA', 'intraday', 'NANA']"
"['FLAG BREAKOUT  BUY ', 'TEXINFRA', ' ABOVE ', '67', ' SL ', '65.50', ' TARGET ', '69', ' - ', '71', ' - ', '73', ' ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['TEXINFRA', ' ']","['symbol', 'NANA']"
"['TEXINFRA', '..HAS OPEN-LOW AS SAME  AND VOLUMES ARE ABOVE AVERAGE VOLUMES ']","['symbol', 'NANA']"
"['DELIVERY', '   BUY ', 'HEXATRADEX', ' CMP ', '188.50', ' SL ', '170', ' TARGET ', '210', ' - ', '225', ' - ', '237', ' ']","['delivery', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['HEXTRADEX', ""..DON'T MISS FOR SUPER DUPER TARGETS IN EXTREME SHORT TERM ""]","['symbol', 'NANA']"
"['INTRADAY', ' : BUY ', 'DSSL', ' ABOVE ', '252', ' SL ', '249', ' TARGET ', '255', ' - ', '258', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['TTL', ' ABOVE ', '110', ' SL ', '108', ' TARGET ', '112', ' - ', '114', ' - ', '116', ' - ', '118', ' ']","['symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA', 'exit3', 'NANA']"
"['INTRADAY', ' : BUY ', 'KITEX', ' ABOVE ', '266', ' SL ', '263', ' TARGET ', '269', ' - ', '272', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['INTRADAY', ' UPDATE  ', 'TTL', ' GIVEN ABOVE ', '110', ' TOUCHED ', '111.90', '  ', 'KITEX', ' GIVEN ABOVE ', '266', ' TOUCHED ', '268.30', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['KITEX', ' GIVEN ABOVE ', '266', ' TOUCHED FIRST TARGET ', '269', ' (HIGH : 269.40) ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['DELIVERY', ' UPDATE (GIVEN TODAY : 11-04-2022)  ', 'HEXATRADEX', ' GIVEN AT ', '188.50', ' TOUCHED ', '193.50', ' (UPPER CIRCUIT) ']","['delivery', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' UPDATE  ', 'DSSL', ' GIVEN ABOVE ', '252', ' TOUCHED SECOND TARGET ', '258', ' ALSO (HIGH : 262.85) ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', '  BUY ', 'AROGRANITE', ' ABOVE ', '65', ' SL ', '63.50', ' TARGET ', '67', ' - ', '69', ' - ', '71', ' - ', '73', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA', 'exit3', 'NANA']"
"[""DON'T MISS "", 'AROGRANITE', ' ABOVE ', '65', ' ... FOR QUICK MOVE ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA']"
"['INTRADAY', ' : BUY ', 'PREMIERPOL', ' ABOVE ', '100', ' SL ', '98', ' TARGET ', '102', ' - ', '104', ' - ', '106', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['INTRADAY', ' UPDATE  ', 'PREMIERPOL', ' ABOVE ', '100', ' TOUCHED FIRST TARGET ', '102', ' AND SECOND TARGET ', '104', ' ALSO ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' : BUY ', 'GOACARBON', ' ABOVE ', '549', ' SL ', '543', ' TARGET ', '555', ' - ', '560', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['DELIVERY', ' : BUY ', 'MAXVIL', ' CMP ', '116.50', ' - ', '117', '  SL ', '95', ' TARGET ', '140', ' ']","['delivery', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'entry_momentum', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['MOMENTUM ABOVE ', '118', '118.50', "" DON'T MISS   "", 'MAXVIL', ' ']","['NANA', 'enter', 'entry_momentum', 'NANA', 'symbol', 'NANA']"
"['MAXVIL', ' : CONVERGENCE OF AVERAGES HAPPENING,  VOLUMES ABOVE AVERAGE  RSI FULLY BREAK OUT ']","['symbol', 'NANA']"
"['BTST', ' : ', 'GRSE', ' CMP ', '272', ' ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA']"
"['GRSE', ' ']","['symbol', 'NANA']"
"['TERASOFT', ' CMP ', '51.05', ' ']","['symbol', 'NANA', 'enter', 'NANA']"
"['BTST', ' (FLAG BREAKOUT)  ', 'PEARLPOLY', ' CMP ', '21.80', ' ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA']"
"['PEARLPOLY', ' ']","['symbol', 'NANA']"
"['BTST', ' : ', 'SHANTIGEAR', ' CMP ', '213', ' ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA']"
"['WATCHOUT ', 'GOACARBON', '....  HAD GIVEN A BTST BUY AT 538 LEVELS.. TODAY...   ROCKING NOW AT ', 'BTST', ' BUY AT ', '538', '', '570', '+ ']","['NANA', 'symbol', 'NANA', 'btst', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['GOACARBON', '... BUYING CIRCUIT.... AT ', '571.35', ' ']","['symbol', 'NANA', 'enter', 'NANA']"
"['KOPRAN', ' RSWM ', 'RSWM', '', 'VSSL', ' ', 'DAAWAT', ' ']","['symbol', 'NANA', 'symbol', 'NANA', 'symbol', 'NANA', 'symbol', 'NANA']"
,NANA
,NANA
,NANA
,NANA
"['BTST', ' GIVEN IN ', 'GRSE', ' YESTERDAY AT ', '272', ' ROCKING NOW AT ', '283', '+ ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['DELIVERY', ' : BUY ', 'AVADHSUGAR', ' CMP ', '795', ' SL ', '713', ' TARGET ', '880', ' - ', '900', ' - ', '935', ' ']","['delivery', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['AVADHSUGAR', '.. GIVEN A BUY FOR ', 'DELIVERY', ' AT ', '795', ' GOING STRONG AT ', '820', '+ TODAY ITSELF.... ']","['symbol', 'NANA', 'delivery', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['DELIVERY', '  BUY ', 'BSE', ' CMP ', '915', ' SL ', '865', ' TARGET ', '975', ' ']","['delivery', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['DELIVERY', ' CAN BE TAKEN WITH SL OF ', '158', ' ']","['delivery', 'NANA', 'sl', 'NANA']"
"['180', ' ONLY RESISTANCE.. ABOVE THAT.. HUGE MOVE CAN BE EXPECTED ']","['entry_momentum', 'NANA']"
"['INOXLEISUR', ' ON RADAR  ABOVE ', '534', ' CAN GIVE A CONFIRMATION OF A FLAG BREAKOUT ']","['symbol', 'NANA', 'enter', 'NANA']"
"['INOXLEISUR', '.. CAN MOVE UP 113+ RS (FLAG BREAKOUT POLE LENGTH) ABOVE ', '534', ' ']","['symbol', 'NANA', 'enter', 'NANA']"
"['EMAMIPAP', ' ABOVE ', '180', ' TOUCHED FIRST TARGET ', '183', ' (HIGH : 183.90) ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' : BUY ', 'SHALPAINTS', ' ABOVE ', '144', ' SL ', '142', ' TARGET ', '146', ' - ', '148', ' - ', '150', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['INTRADAY', ' : BUY ', 'ALLCARGO', ' ABOVE ', '381', ' SL ', '377', ' TARGET ', '385', ' - ', '390', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA']"
"['BANDHANBANK', ' ABOVE ', '330', ' CAN GIVE A QUICK UPMOVE ']","['symbol', 'NANA', 'enter', 'NANA']"
"['WATCHOUT.. ', 'BANDHANBANK', '.... ROCKING... ', '330', ' - ', '334', '+ ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['ALLCARGO', '.. LOOKING SUPERB ']","['symbol', 'NANA']"
"['BTST', ' : ', 'VBL', ' CMP ', '990', ' ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA']"
,NANA
,NANA
,NANA
,NANA
"['BTST', ' UPDATE  ', 'VBL', ' GIVEN AT ', '990', ' ROCKING AT ', '1030', '+ ']","['btst', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['DELIVERY', '  BUY ', 'SUNDARMHLD', ' CMP ', '81.50', ' SL ', '67', ' TARGET ', '100', ' - ', '115', ' - ', '128', ' ']","['symbol', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
,NANA
"['MAANALU', '... FLAG BREAKOUT...  ABOVE ', '151', ' WILL INITIATE...   AND ABOVE ', '153', ' HUGE UPMOVE MAY BEE SEEN ']","['symbol', 'NANA', 'enter', 'NANA', 'entry_momentum', 'NANA']"
"['INTRADAY', ' UPDATE  ', 'MAANALU', ' GIVEN A BUY ABOVE ', '151', ' TOUCHED THIRD TARGET ', '157', ' ALSO (HIGH : 157.75) ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['MAANALU', ' ROCKING.. FROM ', '151', ' TO ', '160.90', ' (FLAG PATTERN) ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' : BUY ', 'ZODIACLOTH', ' ABOVE ', '115', ' SL ', '112.50', ' TARGET ', '118', ' - ', '121', ' - ', '124', ' - ', '127', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA', 'exit3', 'NANA']"
"['ZODIACLOTH', '.. TRIPPLE TOP AT ', '115', ' HENCE.. CAN TARGET ', '121', ' ', 'INTRADAY', ' ']","['symbol', 'NANA', 'enter', 'NANA', 'exit', 'NANA', 'intraday', 'NANA']"
"['115', ' WILL GIVE A QUICK UPMOVE ']","['enter', 'NANA']"
"['INTRADAY', ' : BUY ', 'RIIL', ' ABOVE ', '860', ' SL ', '850', ' TARGET ', '870', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', ' UPDATE  ', 'RIIL', ' GIVEN ABOVE ', '860', ' FOR ', 'INTRADAY', ' TOUCHED TARGET ', '870', ' (HIGH : 873) ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'intraday', 'NANA', 'touched', 'NANA']"
"['DAMODARIND', ' : FLAG ']","['symbol', 'NANA']"
"['RIIL', ' ROCKING... ', '860', ' TO ', '881.55', ' ']","['symbol', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
"['INTRADAY', ' : BUY ', 'LUMAXTECH', ' ABOVE ', '185', ' SL ', '182', ' TARGET ', '188', ' - ', '191', ' - ', '194', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['LUMAXTECH', "".. DON'T MISS ""]","['symbol', 'NANA']"
"['INTRADAY', ' : BUY ', 'CAMS', ' ABOVE ', '2625', ' SL ', '2595', ' TARGET ', '2650', ' - ', '2675', ' - ', '2700', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['KEEP THESE BOTH SCRIPS ON RADAR  ', 'CAMS', '   ', 'LUMAXTECH', '....  THEY MAY BLAST ABOVE GIVEN LEVELS ']","['NANA', 'symbol', 'NANA', 'symbol', 'NANA']"
"['INTRADAY', ' : BUY ', 'STERTOOLS', ' ABOVE ', '165', ' SL ', '163', ' TARGET ', '167', ' - ', '169', ' - ', '171', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
,NANA
"['STERTOOLS', ' ABOVE ', '165', ' ... ']","['symbol', 'NANA', 'enter', 'NANA']"
"['STERTOOLS', ' IS TRYING TO BREAKOUT...   AWESOME UPMOVE EXPECTED ABOVE ', '165', ' ']","['symbol', 'NANA', 'enter', 'NANA']"
"['INTRADAY', ' : BUY ', 'JTLINFRA', ' ABOVE ', '271', ' SL ', '268', ' TARGET ', '275', ' - 278 ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['JTLINFRA', ' ']","['symbol', 'NANA']"
"['RIIL', ' GAVE A ROCKKING UPMOVE  GIVEN FOR ', 'INTRADAY', ' BUY ABOVE ', '860', ' ... TOUCHED ', '960', '+ ']","['symbol', 'NANA', 'intraday', 'NANA', 'enter', 'NANA', 'touched', 'NANA']"
,NANA
"['INTRADAY', ' : BUY ', 'CAMS', ' ABOVE ', '2625', ' SL ', '2590', ' TARGET ', '2665', ' - ', '2685', ' - ', '2715', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['FLAG BREAKOUT  ', 'INTRADAY', ' : BUY ', 'RUCHIRA', ' ABOVE ', '129', ' SL ', '126', ' TARGET ', '132', ' - ', '135', ' - ', '138', ' ']","['NANA', 'intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['129.70', ' - ', '130', "" THERE CAN BE A VERY QUICK AND DECENT UPMO  DON'T MISS ""]","['enter', 'NANA', 'entry_momentum', 'NANA']"
"['RUCHIRA', ' TRYING TO BREAKOUT ']","['symbol', 'NANA']"
"['RUCHIRA', ' AND ', 'CAMS', ' HAVE NOT YET GONE ABOVE GIVEN LEVELS  HENCE CALLS STANDS CANCELLED ']","['symbol', 'NANA', 'symbol', 'NANA']"
"['WATCHOUT. .. ', 'RUCHIRA', '.. A MOVE ABOVE 130 NOW WILL GIVE A QUICK UPMOVE UPTO ', '130', '', '138', '+ ']","['NANA', 'symbol', 'NANA', 'enter', 'NANA', 'exit', 'NANA']"
"[""DON'T MISS "", 'RUCHIRA', '.... ']","['NANA', 'symbol', 'NANA']"
"['138', ' WE MAY EVEN SEE ', '147', '+ FOR SOUND UPMOVE IN SHORT TERM ALSO ']","['enter', 'NANA', 'exit', 'NANA']"
"['RIIL', ' AND ', 'RUCHIRA', '... HENCE LOOKS GOOD ']","['symbol', 'NANA', 'symbol', 'NANA']"
"['RUCHIRA', '  ', '130', ' IS A FINAL CONFIRMATION OF FLAG BREAKOUT IN ', 'RUCHIRA', ""... DON'T MISS ""]","['symbol', 'NANA', 'enter', 'NANA', 'symbol', 'NANA']"
"['INTRADAY', ' : BUY ', 'PREMIERPOL', ' ABOVE ', '105', ' SL ', '103', ' TARGET ', '107', ' - ', '109', ' - ', '111', ' ']","['intraday', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'exit2', 'NANA', 'exit3', 'NANA']"
"['PREMIERPOL', '.. CAN QUICKLY GO UP..... WATCHOUT ']","['symbol', 'NANA']"
"['RUCHIRA', ' READY TO BLAST ']","['symbol', 'NANA']"
"['RUCHIRA', ') ']","['symbol', 'NANA']"
